Task,Filename,NIQE,BRISQUE,MANIQA,Entropy,Tenengrad,LOE
LowLight_CLAHE,img_94.PNG,8.276389525574732,87.42889404296875,0.2169528752565384,2.7657552,382.36158642333714,131.4563
LowLight_CLAHE,img_95.PNG,8.758794107794053,95.298583984375,0.2391871213912964,2.8992748,246.48219492418406,263.2109
LowLight_CLAHE,img_96.PNG,8.91990877060385,85.51165771484375,0.2232915312051773,3.3041387,412.1631835736143,279.3586
LowLight_CLAHE,img_97.PNG,9.317057415282974,93.04473876953125,0.24252398312091827,3.0807185,209.54661475232533,341.0247
LowLight_CLAHE,img_98.PNG,8.401246598511213,95.64337158203125,0.2463304102420807,2.6668415,183.9881295277996,157.6645
LowLight_CLAHE,img_99.PNG,8.327516363443147,94.53729248046875,0.23630130290985107,2.9383702,220.27784545363698,198.5844
LowLight_CLAHE,img_100.PNG,9.083160998786985,99.55096435546875,0.255124568939209,2.4069688,109.24900541786364,142.469
LowLight_CLAHE,img_101.PNG,8.053928187920745,86.10845947265625,0.25601905584335327,3.1920078,283.28543779956055,302.3248
LowLight_CLAHE,img_102.PNG,7.774632830449569,87.59906005859375,0.24300247430801392,2.9504445,228.84618478924978,270.1112
LowLight_CLAHE,img_103.PNG,9.056872252797275,90.48828125,0.2494383454322815,3.0366132,243.86612070590348,269.1309
LowLight_CLAHE,img_104.PNG,8.76240410204131,95.06463623046875,0.26017117500305176,2.7450655,199.76863963933195,306.0499
LowLight_CLAHE,img_105.PNG,8.976123940755073,89.39324951171875,0.24386881291866302,3.2524383,230.1020602555491,239.0001
LowLight_CLAHE,img_106.PNG,9.109150591110312,83.65325927734375,0.23839536309242249,3.048867,364.1798697840571,281.0155
LowLight_CLAHE,img_107.PNG,9.115732451614829,91.33868408203125,0.24110867083072662,2.761013,204.41593709560513,203.015
LowLight_CLAHE,img_108.PNG,8.96746804172161,91.37750244140625,0.238681823015213,3.3006184,138.78484895633704,260.0272
LowLight_CLAHE,img_109.PNG,9.27022426763602,91.84613037109375,0.24456050992012024,2.8960602,124.13891640197184,234.9358
LowLight_CLAHE,img_110.PNG,9.796943474864038,100.7950439453125,0.26315152645111084,2.5434349,81.52326088853975,274.9546
LowLight_CLAHE,img_111.PNG,9.230988855412349,90.08184814453125,0.2436748892068863,3.14688,198.8892342255162,192.1655
LowLight_CLAHE,img_112.PNG,8.70604804011988,106.92352294921875,0.24699874222278595,1.8850952,150.02902092638763,124.9773
LowLight_CLAHE,img_113.PNG,9.320966518079041,100.72100830078125,0.23084251582622528,2.2305856,169.847080387536,101.9334
LowLight_CLAHE,img_114.PNG,9.13971841191193,94.90899658203125,0.239780455827713,2.924289,179.02275047341476,156.0073
LowLight_CLAHE,img_115.PNG,8.215683359326283,86.73382568359375,0.2394445240497589,3.2209167,389.62169321204806,241.2261
LowLight_CLAHE,img_116.PNG,8.30671300030711,90.1007080078125,0.24516300857067108,3.257359,476.01627762534895,184.5733
LowLight_CLAHE,img_117.PNG,7.951976130344508,88.46002197265625,0.22797036170959473,3.166009,382.9344062803197,196.6447
LowLight_CLAHE,img_118.PNG,7.34103575360043,77.6737060546875,0.22833704948425293,4.071344,585.1229309845382,267.9451
LowLight_CLAHE,img_119.PNG,7.713258051034902,95.0152587890625,0.2530718445777893,2.9377975,384.0569248848562,239.8578
LowLight_CLAHE,img_120.PNG,8.265957676635743,110.957275390625,0.24814987182617188,1.363373,331.28777040300656,209.9485
LowLight_CLAHE,img_121.PNG,9.62878648376945,89.13909912109375,0.2343505620956421,3.2729366,164.82018207968548,316.3683
LowLight_CLAHE,img_122.PNG,10.802244467048133,99.57318115234375,0.2557041645050049,2.5447037,165.35188284360046,171.1984
LowLight_CLAHE,img_123.PNG,10.059014500922908,109.7510986328125,0.25042790174484253,1.5679234,166.5654526755999,119.693
LowLight_CLAHE,img_124.PNG,7.042202426918567,82.20501708984375,0.25488948822021484,3.501908,1134.3579926454684,377.5889
LowLight_CLAHE,img_125.PNG,7.653324607706435,83.13934326171875,0.24375024437904358,3.5362892,457.62075207486595,427.958
LowLight_CLAHE,img_126.PNG,8.197437223277186,76.62493896484375,0.23984546959400177,3.998951,425.99824042766085,317.4581
LowLight_CLAHE,img_127.PNG,9.320918539784804,87.49139404296875,0.2475406676530838,3.0553682,283.7133870439311,241.1608
LowLight_CLAHE,img_128.PNG,8.83218987933849,97.811279296875,0.26300838589668274,2.2003858,211.81471867714566,74.0638
LowLight_CLAHE,img_129.PNG,10.27861620456287,103.48809814453125,0.24399270117282867,2.3965924,216.48756345402407,182.7428
LowLight_CLAHE,img_130.PNG,13.778407461449032,110.689697265625,0.2549213767051697,1.4198823,132.31811448731426,221.4742
LowLight_CLAHE,img_131.PNG,8.99662121474716,107.17791748046875,0.2886257469654083,0.8417305,170.06381517280113,17.7254
LowLight_CLAHE,img_132.PNG,12.011890984001615,110.870849609375,0.26416775584220886,1.3336734,142.2509370260318,118.0335
LowLight_CLAHE,img_133.PNG,7.4676214343635685,98.95220947265625,0.25365230441093445,2.320934,378.84759143514566,231.578
LowLight_CLAHE,img_134.PNG,8.020128489696871,88.3851318359375,0.22452914714813232,3.3349507,677.0843696594576,202.374
LowLight_CLAHE,img_135.PNG,7.814550671756391,89.91033935546875,0.22734688222408295,3.1733217,671.0771998132906,183.186
LowLight_CLAHE,img_136.PNG,8.480211921288124,99.7601318359375,0.24503639340400696,1.4618776,329.170038442418,51.431
LowLight_CLAHE,img_137.PNG,8.156590473641906,89.01422119140625,0.22004996240139008,2.9370255,386.50578660220384,131.1118
LowLight_CLAHE,img_138.PNG,8.62504339773492,105.16180419921875,0.2572205662727356,1.8241634,153.03482966555475,236.99
LowLight_CLAHE,img_139.PNG,15.637458902117652,124.06390380859375,0.3010272681713104,0.41535857,67.46473328754145,118.415
LowLight_CLAHE,img_140.PNG,9.03905143642839,108.33026123046875,0.2718428671360016,1.3718847,108.14021932038257,188.3151
LowLight_CLAHE,img_141.PNG,7.411160740106752,100.96160888671875,0.2597346603870392,2.0017133,439.9356396254173,295.0264
LowLight_CLAHE,img_142.PNG,6.042021337017572,73.9281005859375,0.2442324310541153,3.1196125,1193.4367926449622,343.2919
LowLight_CLAHE,img_143.PNG,6.578994300825727,76.83306884765625,0.24759112298488617,3.1171067,1080.5333540788304,341.7547
LowLight_CLAHE,img_144.PNG,6.393342865611596,70.3526611328125,0.24810124933719635,3.2740955,1226.518500808948,337.1138
LowLight_CLAHE,img_145.PNG,6.11552130442594,70.23663330078125,0.24819988012313843,3.242583,1223.915491193916,349.2412
LowLight_CLAHE,img_146.PNG,6.03760139297138,71.360107421875,0.24849845468997955,3.271263,1211.2030250476578,362.6819
LowLight_CLAHE,img_147.PNG,6.380417844107677,69.16070556640625,0.2307651937007904,3.5909185,1143.5838655691794,271.0575
LowLight_CLAHE,img_148.PNG,6.413611716868651,69.74365234375,0.23134712874889374,3.4139743,1224.0794641083926,294.465
LowLight_CLAHE,img_149.PNG,6.539517321504088,81.4666748046875,0.24939994513988495,2.3595603,994.9697027195575,350.1556
LowLight_CLAHE,img_150.PNG,9.845013055227302,104.2982177734375,0.25185835361480713,2.1718802,195.17337037163534,209.3814
LowLight_CLAHE,img_151.PNG,9.963556683703334,108.90728759765625,0.2881968319416046,1.2906903,107.07631180482029,113.8622
LowLight_CLAHE,img_152.PNG,7.669749910135219,102.6953125,0.25400054454803467,1.7403257,406.80319607151125,138.4089
LowLight_CLAHE,img_153.PNG,6.336070454787986,78.84979248046875,0.24031969904899597,4.1737666,1777.0814222809167,218.9515
LowLight_CLAHE,img_154.PNG,8.389239453763075,97.6146240234375,0.2592446208000183,2.580153,396.0048182681811,228.3267
LowLight_CLAHE,img_155.PNG,7.997977305346489,102.52801513671875,0.2884407341480255,1.1460031,372.7304287107559,52.5226
LowLight_CLAHE,img_156.PNG,8.000616002991478,87.1986083984375,0.24677617847919464,3.3939,644.5866649463084,235.3074
LowLight_CLAHE,img_157.PNG,10.525685628280366,102.14495849609375,0.2646220624446869,1.3638856,224.79998304941097,86.7877
LowLight_CLAHE,img_158.PNG,11.54717556621503,108.1214599609375,0.22378863394260406,1.9350262,184.28873810454465,224.7084
LowLight_CLAHE,img_159.PNG,8.931419135138247,92.62811279296875,0.2535002827644348,1.5290927,1012.6916068019931,170.2846
LowLight_CLAHE,img_160.PNG,7.916401284762891,93.03826904296875,0.2621749937534332,2.0822396,733.5065645583422,99.7359
LowLight_CLAHE,img_161.PNG,9.11499101089736,102.09149169921875,0.2652139663696289,1.8244857,329.1690833905732,215.5048
LowLight_CLAHE,img_162.PNG,12.023639269389413,114.31671142578125,0.2843272089958191,0.551655,79.78476926326921,63.6796
LowLight_CLAHE,img_163.PNG,8.918581397900175,95.10162353515625,0.24842771887779236,2.365641,139.70043122804486,157.454
LowLight_CLAHE,img_164.PNG,10.217146660001301,103.20880126953125,0.23620638251304626,2.126338,139.9117026107702,177.4885
LowLight_CLAHE,img_165.PNG,7.977349536615713,94.19512939453125,0.24997012317180634,3.0938327,347.8449742136002,174.0074
LowLight_CLAHE,img_166.PNG,7.8470310131423675,99.742431640625,0.24389055371284485,2.369762,319.18475256567405,193.7628
LowLight_CLAHE,img_167.PNG,7.939176444114985,89.73773193359375,0.24610061943531036,3.4822707,347.85833987954965,178.8432
LowLight_CLAHE,img_168.PNG,8.237183828005994,101.49273681640625,0.25780969858169556,2.1316254,228.46506723944478,186.5956
LowLight_CLAHE,img_169.PNG,9.472725114391308,95.60455322265625,0.26807093620300293,2.8368008,302.9983150608513,190.2323
LowLight_ZeroDCE,img_1.PNG,7.602686197933169,66.69720458984375,0.23810236155986786,2.9277825,1185.7647604485219,313.7266
LowLight_ZeroDCE,img_2.PNG,5.815549299349291,62.17767333984375,0.2125888168811798,3.0914168,1916.5322094801222,406.0253
LowLight_ZeroDCE,img_3.PNG,6.065846397119581,69.65191650390625,0.2547600269317627,4.0001507,907.9621088175331,269.7704
LowLight_ZeroDCE,img_4.PNG,5.861213188494593,53.26190185546875,0.2713920772075653,4.0387387,1807.0193310397553,320.8611
LowLight_ZeroDCE,img_5.PNG,6.252066030014587,70.63519287109375,0.24406887590885162,3.4862936,1744.5704255861367,253.0496
LowLight_ZeroDCE,img_6.PNG,6.162421330206992,65.67962646484375,0.22712117433547974,3.4612095,1468.8181460244648,291.2333
LowLight_ZeroDCE,img_7.PNG,5.712298145919863,73.39398193359375,0.27377238869667053,3.6186469,1122.8768297655454,236.6585
LowLight_ZeroDCE,img_8.PNG,5.604715394524699,67.62615966796875,0.27291643619537354,3.7146964,1089.1548318042815,239.2441
LowLight_ZeroDCE,img_9.PNG,5.629688634266762,68.75482177734375,0.26346349716186523,4.1919165,946.0173955147808,336.9626
LowLight_ZeroDCE,img_10.PNG,5.525435041133849,40.01141357421875,0.20485681295394897,5.956153,2059.069635575943,533.1373
LowLight_ZeroDCE,img_11.PNG,5.5981676592757035,69.17303466796875,0.219345822930336,4.111786,1970.4597196738023,564.6151
LowLight_ZeroDCE,img_12.PNG,5.228026311207719,48.47283935546875,0.29608744382858276,3.317944,4332.669551478084,327.0064
LowLight_ZeroDCE,img_13.PNG,6.8719119130375095,66.09906005859375,0.22899065911769867,3.348523,2510.028635321101,492.6294
LowLight_ZeroDCE,img_14.PNG,6.081775963965842,61.78338623046875,0.2203131467103958,2.9450881,2254.6475790010195,485.085
LowLight_ZeroDCE,img_15.PNG,5.395268711196809,49.24005126953125,0.22513514757156372,4.9657927,2776.741025739042,514.8725
LowLight_ZeroDCE,img_16.PNG,4.931813764421202,53.51885986328125,0.2320806384086609,4.838815,3564.362985474006,577.1475
LowLight_ZeroDCE,img_17.PNG,6.667955424745443,58.37860107421875,0.2249385267496109,3.9372272,1484.0369546381244,306.1384
LowLight_ZeroDCE,img_18.PNG,5.242948496403845,51.13836669921875,0.2425604909658432,4.2994084,2221.7494801223243,305.7786
LowLight_ZeroDCE,img_19.PNG,6.057580456313979,61.36248779296875,0.23129817843437195,4.308927,1721.7445756880734,341.4666
LowLight_ZeroDCE,img_20.PNG,6.782653511590585,53.24456787109375,0.25169697403907776,4.5039334,1511.6460499490315,536.2744
LowLight_ZeroDCE,img_21.PNG,8.141581319635584,99.99273681640625,0.2811870276927948,1.041716,977.7640201325179,265.3681
LowLight_ZeroDCE,img_22.PNG,7.747138718019074,99.00994873046875,0.2666809856891632,1.2986159,1082.164886595311,387.6473
LowLight_ZeroDCE,img_23.PNG,5.304478004189408,56.82781982421875,0.22509244084358215,3.7190604,1565.177248980632,313.8983
LowLight_ZeroDCE,img_24.PNG,5.276350272203724,73.99017333984375,0.25256049633026123,3.3269906,1642.3787945973497,323.1301
LowLight_ZeroDCE,img_25.PNG,6.342314156195014,65.72198486328125,0.256547749042511,2.7009876,1208.574011213048,282.6816
LowLight_ZeroDCE,img_26.PNG,6.7814174832479335,65.53204345703125,0.2598462998867035,2.205109,1105.7405695718655,309.4466
LowLight_ZeroDCE,img_27.PNG,7.11256817821497,66.2774658203125,0.26287972927093506,2.3406825,1249.604147553517,285.753
LowLight_ZeroDCE,img_28.PNG,6.017883067592659,72.3343505859375,0.2482258379459381,1.8928638,1622.580266309888,385.3721
LowLight_ZeroDCE,img_29.PNG,5.7030700392991545,64.63616943359375,0.2562088668346405,2.7934377,1940.112747196738,356.5746
LowLight_ZeroDCE,img_30.PNG,8.584326781631088,75.51593017578125,0.23858292400836945,2.5640523,440.90600407747195,177.4144
LowLight_ZeroDCE,img_31.PNG,8.183082103521487,75.9600830078125,0.23759718239307404,2.4244885,533.9453007135576,202.4172
LowLight_ZeroDCE,img_32.PNG,6.334677484338413,70.96307373046875,0.2311989963054657,3.6055431,1444.5015214067278,291.9349
LowLight_ZeroDCE,img_33.PNG,6.740714680046822,77.35467529296875,0.24698595702648163,3.2235544,1526.0680708460754,282.7398
LowLight_ZeroDCE,img_34.PNG,7.692893017964175,75.41302490234375,0.25088784098625183,2.3927884,642.4305644750254,188.8601
LowLight_ZeroDCE,img_35.PNG,8.10014226779839,77.56805419921875,0.2586042881011963,2.125707,651.7968348623854,188.693
LowLight_ZeroDCE,img_36.PNG,6.791808929833865,94.28375244140625,0.2982276380062103,1.131918,1624.1815863914373,238.955
LowLight_ZeroDCE,img_37.PNG,7.099463591928947,80.5518798828125,0.22913861274719238,2.0251968,1768.0200675331293,328.0708
LowLight_ZeroDCE,img_38.PNG,6.801871180428777,68.16864013671875,0.21354420483112335,2.8489046,1825.6586850152905,337.3682
LowLight_ZeroDCE,img_39.PNG,7.233482200078675,80.40618896484375,0.22513940930366516,2.664841,1034.0654854740062,228.0079
LowLight_ZeroDCE,img_40.PNG,7.2957350007099935,87.30279541015625,0.22074750065803528,2.3660169,869.1650369520897,230.4908
LowLight_ZeroDCE,img_41.PNG,6.936407836274965,84.1607666015625,0.2570108473300934,2.2900085,999.4381740570846,190.6354
LowLight_ZeroDCE,img_42.PNG,7.257656799852113,83.91204833984375,0.26749035716056824,2.2285461,938.7279548929664,206.9599
LowLight_ZeroDCE,img_43.PNG,6.848184427434826,82.83758544921875,0.24553847312927246,2.326583,855.5335346585117,184.4897
LowLight_ZeroDCE,img_44.PNG,6.822431022272905,83.07135009765625,0.24149763584136963,2.2621043,866.2804485219164,166.2288
LowLight_ZeroDCE,img_45.PNG,7.42223890922688,78.9190673828125,0.2324337661266327,2.3605745,746.5258613659531,160.5563
LowLight_ZeroDCE,img_46.PNG,7.382946533457563,71.96990966796875,0.2176089733839035,2.9732294,757.6761850152906,232.4682
LowLight_ZeroDCE,img_47.PNG,5.952919096802069,70.52362060546875,0.23954430222511292,3.617409,978.203877420999,318.7413
LowLight_ZeroDCE,img_48.PNG,6.4160825094004155,80.32000732421875,0.24328216910362244,3.1715198,1158.3479510703364,478.8982
LowLight_ZeroDCE,img_49.PNG,7.394394996982232,91.05645751953125,0.26283660531044006,2.1967187,657.0389755351682,160.8122
LowLight_ZeroDCE,img_50.PNG,7.903290348949869,82.49517822265625,0.2666725516319275,1.8574395,1009.5647311416922,134.5926
